CLOSE_AUDUSD.FX,CLOSE_EURUSD.FX,CLOSE_GBPUSD.FX,CLOSE_NZDUSD.FX,CLOSE_USDCAD.FX,CLOSE_USDCHF.FX,CLOSE_USDCNH.FX,CLOSE_USDCNY.FX,CLOSE_USDDKK.FX,CLOSE_USDHKD.FX,CLOSE_USDJPY.FX,CLOSE_USDNOK.FX,CLOSE_USDSEK.FX
0.7536,1.1163,1.3179,0.7172,1.3124,0.9685,6.646,6.5784,6.6644,7.7609,102.39,8.498,8.5954
0.7596,1.1174,1.3230000000000002,0.7199,1.3030000000000002,0.9695,6.6307,6.591,6.6575,7.7575,102.06,8.4459,8.5569
0.7503,1.1077,1.3164,0.7073,1.3156,0.9809,6.6612,6.582000000000001,6.7155,7.7562,105.27,8.5557,8.6397
0.7491,1.1058,1.3223,0.7076,1.3189,0.9859,6.6715,6.587000000000001,6.7275,7.7567,105.4,8.5384,8.6287
0.7502,1.0986,1.3130000000000002,0.7054,1.3188,0.9924,6.6799,6.5915,6.7715,7.7571,104.66,8.5696,8.6601
0.747,1.0995,1.314,0.6996,1.3217,0.9859,6.6883,6.5818,6.7664,7.7569,105.81,8.5656,8.6407
0.7462,1.0977,1.3109,0.6997,1.3127,0.9871,6.6826,6.597,6.7771,7.7577,106.13,8.5515,8.6513
0.7495,1.1026,1.3233,0.6997,1.3088,0.9857,6.6769,6.5856,6.7469,7.7562,105.82,8.4923,8.5941
0.7478,1.1015,1.3208,0.7026,1.3057,0.9873,6.6785,6.5624,6.7532,7.7559,106.89,8.4984,8.5992
0.7504,1.1021,1.3111,0.7053,1.3019999999999998,0.9856,6.7105,6.5715,6.75,7.7557,106.12,8.5121,8.6118
0.7591,1.1075,1.3255,0.7116,1.2945,0.9824,6.7107,6.5637,6.7165,7.7544,106.16,8.4473,8.5489
0.7578,1.1035,1.3192,0.7116,1.2974,0.9827,6.7104,6.5492,6.7415,7.754,104.88,8.4836,8.588
0.7632,1.112,1.3343,0.7199,1.2892,0.9809,6.6924,6.5845,6.6889,7.7536,105.35,8.3644,8.4973
0.7608,1.109,1.3147,0.7276,1.2978,0.9853,6.6899,6.58,6.7073,7.7566,104.49,8.4255,8.4974
0.7623,1.1061,1.3247,0.73,1.3042,0.9890000000000001,6.6968,6.5854,6.7257,7.757999999999999,104.69,8.4327,8.54
0.7532,1.1058,1.2998,0.722,1.3117,0.9828,6.7053,6.5833,6.7257,7.757999999999999,102.8,8.5057,8.5747
0.7569,1.1051,1.2954,0.7306,1.3044,0.9833,6.7035,6.5655,6.733,7.7579,100.54,8.5246,8.5814
0.7479,1.1063,1.2908,0.7228,1.3002,0.9787,6.7009,6.5585,6.7259,7.7583,100.77,8.5092,8.5792
0.752,1.11,1.2931,0.7132,1.2962,0.9749,6.6968,6.558,6.7035,7.7581,101.32,8.432,8.5243
0.7463,1.1076,1.3022,0.7154,1.298,0.9768,6.6889,6.5572,6.7178,7.7587,101.74,8.407,8.5237
0.7538,1.1154,1.3287,0.7229,1.2846,0.9709,6.6746,6.5557,6.6707,7.7587,102.56,8.2902,8.4181
0.7498,1.1136,1.3267,0.7175,1.2912,0.9733,6.678,6.5489999999999995,6.6818,7.7586,102.52,8.3437,8.4361
0.7451,1.1106,1.3311,0.7134,1.2924,0.976,6.6712,6.5495,6.6964,7.7591,103.2,8.3634,8.4597
0.7451,1.1125,1.3429,0.7113,1.2935,0.9797,6.6545,6.5386,6.6863,7.7594,102.83,8.3935,8.4569
0.7386,1.1065,1.3344,0.7047,1.3025,0.9819,6.6845,6.5204,6.7273,7.7591,102.75,8.4764,8.5067
0.733,1.1025,1.3225,0.6996,1.3072,0.9785,6.6822,6.5205,6.7468,7.7612,102.0,8.5731,8.5559
0.7466,1.1117,1.3679,0.7124,1.3004,0.972,6.6366,6.532,6.6954,7.7614,102.22,8.3331,8.4648
0.7613,1.1385,1.4877,0.725,1.2753,0.958,6.5859,6.5167,6.5384,7.7576,106.16,8.1462,8.1621
0.7501,1.1296,1.4707,0.7164,1.2844,0.9585,6.582000000000001,6.4985,6.5845,7.7587,104.41,8.2922,8.2619
0.745,1.1242,1.4652,0.7122,1.2817,0.9622,6.5935,6.5208,6.6149,7.7597,104.75,8.3163,8.2792
0.7457,1.1314,1.4698,0.7120000000000001,1.2806,0.9621,6.5901,6.5169,6.5726,7.7608,103.94,8.2793,8.2444
0.7387,1.1277,1.4358,0.7049,1.2894,0.96,6.5973,6.496,6.5937,7.7606,104.16,8.3624,8.3314
0.7363,1.1225,1.4203,0.7045,1.2967,0.965,6.5977,6.5102,6.6242,7.7592,104.26,8.3903,8.3394
0.7407,1.126,1.4204,0.7034,1.2912,0.9614,6.5945,6.5101,6.6048,7.76,106.01,8.3079,8.3107
0.7358,1.1207,1.4114,0.6993,1.2872,0.9633,6.6066,6.4945,6.6344,7.7602,106.11,8.3625,8.3101
0.7387,1.1292,1.4269999999999998,0.7061,1.2837,0.9644,6.5972,6.478,6.5844,7.7631,106.26,8.2653,8.2354
0.7373,1.1251,1.4257,0.7055,1.2783,0.9649,6.6044,6.4759,6.6096,7.7626,106.97,8.2736,8.3103
0.7431,1.1316,1.4458,0.7105,1.2724,0.9646,6.5847,6.497999999999999,6.5704,7.7616,107.1,8.1566,8.1762
0.7471,1.1395,1.4504,0.701,1.2693,0.9593,6.5666,6.4935,6.5259,7.7603,106.99,8.101,8.1097
0.7459,1.1358,1.4545,0.6979,1.2735,0.9653,6.5760000000000005,6.4928,6.5471,7.7657,107.37,8.1121,8.1289
0.7366,1.1355,1.4442,0.6923,1.2817,0.9706,6.5663,6.4995,6.5509,7.7676,107.56,8.1709,8.1246
0.7367,1.1367,1.4518,0.6958,1.2937,0.9759,6.5421,6.4823,6.5457,7.7683,106.53,8.173,8.1425
0.7229,1.1151,1.4423,0.6809999999999999,1.3096,0.9904,6.5877,6.4684,6.6709,7.7702,108.87,8.3352,8.3286
0.7257,1.1188,1.4416,0.6817,1.3078,0.9881,6.5869,6.46,6.6484,7.7709,109.54,8.3057,8.2959
0.7234,1.1132,1.4483,0.6763,1.3093,0.9939,6.5865,6.4752,6.6817,7.7712,110.73,8.3789,8.3333
0.7183,1.1138,1.464,0.6694,1.3049,0.9922,6.5904,6.4755,6.6775,7.7695,111.12,8.3457,8.3346
0.7182,1.1115,1.4623,0.6701,1.3021,0.9947,6.5762,6.4826,6.6911,7.7662,110.31,8.3366,8.351
0.7226,1.1194,1.4669999999999999,0.6741,1.2979,0.9893,6.5585,6.4784,6.6432,7.7667,109.76,8.2788,8.2832
0.7198,1.1155,1.4697,0.6738,1.3019999999999998,0.9913,6.5654,6.4645,6.667000000000001,7.7657,110.19,8.3642,8.2954
0.7183,1.1141,1.4636,0.6738,1.3123,0.9934,6.5663,6.4592,6.6751,7.7687,109.99,8.3548,8.3141
0.7224,1.122,1.4484,0.6763,1.3143,0.9895,6.5618,6.4636,6.6275,7.7678,109.24,8.3496,8.3403
0.7222,1.1224,1.4502,0.6765,1.3113,0.9903,6.5645,6.4625,6.6258,7.7691,110.15,8.3281,8.3153
0.7228,1.1203,1.4611,0.6744,1.3094,0.9907,6.5627,6.4809,6.6382,7.7674,109.96,8.3646,8.3582
0.7229,1.1216,1.4599,0.674,1.3034,0.9877,6.5784,6.4771,6.6295,7.7649,110.19,8.3152,8.3534
0.7325,1.1313,1.4463,0.6811,1.2909,0.9805,6.5475,6.4818,6.5747,7.7627,109.14,8.1816,8.2565
0.7289,1.1321,1.4402,0.6791,1.2895,0.9776,6.5489999999999995,6.4536,6.5709,7.7637,109.03,8.1688,8.261000000000001
0.7271,1.1309,1.4365,0.6775,1.294,0.9755,6.5561,6.4683,6.5766,7.763999999999999,108.63,8.2026,8.2488
0.7325,1.1377,1.4451,0.682,1.2846,0.9705,6.5486,6.5078,6.5397,7.7598,109.02,8.1317,8.1836
0.7375,1.1426,1.4448,0.682,1.2853,0.971,6.5278,6.5075,6.5119,7.7607,108.41,8.1658,8.1405
0.7363,1.1372,1.4442,0.6759999999999999,1.291,0.976,6.5367,6.516,6.5429,7.7620000000000005,109.27,8.2165,8.1598
0.7316,1.1383,1.4407,0.6768,1.2962,0.9712,6.5411,6.5147,6.5358,7.763999999999999,108.32,8.2257,8.1649
0.7366,1.1404,1.4427,0.6831,1.2909,0.9725,6.5194,6.5066,6.5228,7.7618,107.12,8.2055,8.139
0.7465,1.1405,1.4485,0.6884,1.2853,0.9677,6.5195,6.4902,6.5237,7.7620000000000005,107.26,8.1757,8.1112
0.7457,1.1487,1.4496,0.688,1.2869,0.9576,6.5171,6.4845,6.4755,7.7626,107.01,8.1537,8.0689
0.7485,1.1496,1.4535,0.6914,1.2724,0.9545,6.5036,6.4716,6.4731,7.7623,106.6,8.1238,8.0585
0.7667,1.1534,1.4673,0.7020000000000001,1.253,0.9544,6.4798,6.4773,6.4518,7.7585,106.41,8.0154,7.9599
0.7603,1.1451,1.4612,0.6977,1.2556,0.9599,6.4869,6.522,6.5001,7.7572,106.5,8.051,8.0324
0.7625,1.1352,1.4609,0.6962,1.2555,0.9667,6.4839,6.5145,6.5566,7.7579,108.11,8.1381,8.0691
0.7591,1.1322,1.4543,0.6846,1.2599,0.9711,6.5045,6.5,6.5742,7.756,111.46,8.1619,8.0942
0.7749,1.1297,1.4582,0.6899,1.2604,0.9735,6.5027,6.4945,6.5874,7.7554,111.31,8.1579,8.1198
0.7715,1.1268,1.4482,0.6855,1.2678,0.975,6.5062,6.5085,6.6041,7.7559,111.2,8.2058,8.1316
0.7708,1.1222,1.4403,0.6852,1.2672,0.9786,6.5043,6.513,6.6313,7.7573,111.79,8.2463,8.1621
0.7738,1.1288,1.4323,0.6912,1.2735,0.9752,6.4877,6.5047,6.5922,7.7578,109.46,8.2033,8.1405
0.7794,1.1297,1.4332,0.6979,1.2655,0.9722,6.4817,6.5168,6.5865,7.7556,109.84,8.1188,8.1296
0.7813,1.1358,1.4398,0.7045,1.2671,0.9619,6.4686,6.507999999999999,6.5528,7.7548,109.21,8.1178,8.0853
0.775,1.1313,1.4278,0.695,1.2784,0.9643,6.4841,6.5347,6.5814,7.7551,108.82,8.2172,8.1169
0.7725,1.1284,1.4202,0.6919,1.2822,0.9679,6.486000000000001,6.551,6.5945,7.7559,108.76,8.2511,8.1317
0.7695,1.1268,1.4155,0.6847,1.2844,0.9669,6.4928,6.5521,6.6033,7.7565,109.4,8.232999999999999,8.1339
0.7653,1.1274,1.4204,0.6919,1.2817,0.9668,6.4848,6.5520000000000005,6.6014,7.7561,109.34,8.2341,8.141
0.7684,1.1386,1.4275,0.6924,1.2759,0.9552,6.474,6.5404,6.5372,7.7544,108.54,8.1683,8.0807
0.7595,1.1408,1.4239,0.6858,1.2898,0.9542,6.4691,6.5335,6.5257,7.7547,107.94,8.2017,8.1136
0.7556,1.1399,1.4128,0.6809,1.2988,0.9536,6.479,6.5317,6.5284,7.7581,108.07,8.237,8.1539
0.7505,1.1378,1.4056,0.6777,1.3145,0.9558,6.4865,6.5272,6.5405,7.7613,108.21,8.3226,8.1687
0.7599,1.1399,1.4123,0.6824,1.3089,0.9558,6.4822,6.5218,6.5297,7.7565,109.79,8.321,8.1498
0.7543,1.1384,1.4161,0.6804,1.3137,0.9561,6.4854,6.5223,6.5384,7.757000000000001,110.34,8.3297,8.1335
0.7605,1.1391,1.4264,0.6834,1.3088,0.9589,6.472,6.5182,6.5327,7.7546,111.34,8.3295,8.1281
0.7677,1.1391,1.4227,0.6904,1.3011,0.958,6.4714,6.5285,6.5402,7.7543,111.69,8.3196,8.137
0.7657,1.138,1.436,0.6909,1.3004,0.9618,6.4639,6.5169,6.5477,7.7572,112.57,8.2685,8.1178
0.7671,1.1338,1.4378,0.6921,1.2966,0.965,6.4766,6.4962,6.5729999999999995,7.7535,112.43,8.3044,8.1298
0.7627,1.1291,1.4384,0.685,1.3074,0.9668,6.4929,6.5743,6.6022,7.7556,112.7,8.3942,8.1982
0.7545,1.1196,1.4254,0.6723,1.3187,0.9738,6.5175,6.5695,6.6595,7.7574,113.45,8.4348,8.2857
0.7507,1.1167,1.4132,0.6686,1.327,0.9776,6.5258,6.577000000000001,6.6739,7.7574,113.08,8.4757,8.3044
0.7528,1.1174,1.4153,0.6702,1.3248,0.9757,6.5232,6.5798,6.672000000000001,7.7586,112.9,8.4854,8.2934
0.7532,1.1181,1.4117,0.6706,1.3204,0.9752,6.5071,6.5784,6.6674,7.7545,112.38,8.4797,8.264
0.7622,1.1217,1.4208,0.6753,1.3049,0.9727,6.4939,6.5760000000000005,6.6441,7.7533,112.37,8.4036,8.2291
0.7578,1.1241,1.4369,0.6762,1.3101,0.9699,6.4854,6.5753,6.6316,7.7528,111.95,8.4186,8.236
0.7608,1.127,1.4476,0.6804,1.3004,0.9695,6.4645,6.577999999999999,6.6137,7.755,111.55,8.3702,8.2316
0.7649,1.1318,1.4482,0.6852,1.2976,0.9676,6.4561,6.5826,6.5856,7.7551,111.39,8.3219,8.1792
0.7553,1.1224,1.4259,0.6724,1.3097,0.9769,6.4853,6.5793,6.6427,7.7584,112.56,8.4554,8.2151
0.7457,1.1109,1.4151,0.6601,1.3356,0.9872,6.5118,6.5788,6.712999999999999,7.7612,113.18,8.5481,8.3149
0.7515,1.1103,1.4302,0.6676,1.3259999999999998,0.9872,6.4939,6.58,6.7170000000000005,7.7589,113.82,8.4712,8.3429
0.7565,1.1156,1.4382,0.6749,1.3209,0.9824,6.4819,6.5784,6.6893,7.7593,113.86,8.4134,8.3412
0.7454,1.1177,1.4281,0.6668,1.3346,0.985,6.5048,6.5786,6.6747,7.7623,113.19,8.516,8.38
0.7486,1.0999,1.4217,0.6654,1.3248,0.9973,6.5119,6.5788,6.7825,7.7664,113.35,8.5202,8.4465
0.7439,1.1011,1.4215,0.6746,1.3409,0.9957,6.5083,6.5849,6.777,7.7667,112.62,8.5645,8.4849
0.7469,1.1014,1.4265,0.6801,1.3282,0.9955,6.5098,6.59,6.775,7.7639,113.46,8.5024,8.4714
0.7439,1.1005,1.4229,0.6811,1.3317,0.9927,6.5028,6.5754,6.7791,7.7624,113.74,8.4767,8.4843
0.7352,1.0957,1.4178,0.6724,1.3404,0.9922,6.5223,6.5729,6.8083,7.7682,113.69,8.5926,8.5264
0.7295,1.0868,1.4078,0.6675,1.3417,0.9968,6.5468,6.5711,6.8629,7.7739,113.48,8.6645,8.6092
0.7175,1.0868,1.3952,0.6629,1.341,0.9974,6.5485,6.5948,6.8631,7.7717,114.01,8.6504,8.6215
0.7141,1.0873,1.3917,0.659,1.354,0.9984,6.5521,6.5929,6.8608,7.7762,112.69,8.6932,8.5672
0.7126,1.0934,1.3871,0.6629,1.3513,0.9968,6.5462,6.5559,6.8236,7.777,114.0,8.6852,8.5638
0.7236,1.1018,1.3962,0.6723,1.3530000000000002,0.9904,6.5352,6.5159,6.772,7.7726,113.0,8.6292,8.5022
0.7196,1.1013,1.3927,0.6659,1.3702,0.9888,6.535,6.5335,6.7764,7.7691,112.18,8.6665,8.4899
0.7202,1.102,1.4022,0.6643,1.3793,0.9913,6.5336,6.4937,6.7759,7.7678,112.1,8.6084,8.4884
0.7227,1.103,1.415,0.6699,1.3706,0.9997,6.5282,6.49,6.7655,7.7712,112.92,8.6022,8.499
0.7148,1.113,1.4406,0.6632,1.3766,0.9904,6.5244,6.4857,6.7049,7.7756,112.63,8.5576,8.449
0.7157,1.1107,1.4337,0.6644,1.3726,0.993,6.5228,6.4873,6.7189,7.7816,113.24,8.5914,8.4441
0.7185,1.1128,1.4294,0.6633,1.3672,0.9925,6.5249,6.4759,6.707999999999999,7.7860000000000005,114.1,8.5435,8.5154
0.7111,1.1144,1.4306,0.6579999999999999,1.3864,0.9887,6.5192,6.4764,6.6979999999999995,7.7913,114.07,8.627,8.5055
0.7139,1.1156,1.4435,0.6648,1.3834,0.9871,6.5,6.4776,6.6913,7.7849,114.6,8.6214,8.4859
0.7112,1.1256,1.4503,0.6627,1.385,0.9771,6.5084,6.4785,6.6315,7.7891,113.25,8.6007,8.4017
0.7109,1.1323,1.4477,0.6717,1.3937,0.9725,6.5295,6.4807,6.5919,7.7906,112.42,8.5595,8.3759
0.7095,1.1292,1.4522,0.6686,1.3926,0.9737,6.546,6.4811,6.6097,7.7934,113.35,8.5136,8.3769
0.7070000000000001,1.1293,1.4472,0.6636,1.3867,0.9728,6.5655,6.4837,6.6087,7.7979,115.11,8.5853,8.4158
0.7087,1.1193,1.4433,0.6627,1.3927,0.987,6.5727,6.4726,6.6682,7.7921,115.85,8.5889,8.4454
0.7067,1.1158,1.4503,0.6629,1.3917,0.991,6.5672,6.4623,6.6883,7.7921,116.87,8.5601,8.454
0.7201,1.1209,1.4589,0.6723,1.3754,0.9933,6.5756,6.4591,6.6587,7.7894,116.78,8.5037,8.4005
0.7169,1.1105,1.4603,0.6667,1.3781,1.0043,6.6106,6.4552,6.7214,7.7961,117.9,8.5658,8.4313
0.7039,1.0919,1.4409999999999998,0.6515,1.4055,1.0186,6.6276,6.4386,6.8346,7.7986,119.97,8.7284,8.5563
0.7114,1.0888,1.4433,0.6548,1.3948,1.0198,6.6203,6.4277,6.8541,7.7782,120.99,8.6892,8.5281
0.7084,1.0831,1.4244,0.6484,1.3976,1.0231,6.5936,6.4179,6.8904,7.7863,121.14,8.6789,8.5789
0.7084,1.094,1.4362,0.648,1.4029,1.0138,6.615,6.4082,6.8216,7.7926,118.82,8.6135,8.5073
0.7027,1.0893,1.4234,0.6432,1.4096,1.0151,6.6178,6.4027,6.851,7.7958,118.68,8.6621,8.5112
0.7005,1.087,1.435,0.6499,1.4118,1.0168,6.6119,6.398,6.8655,7.795,118.42,8.7026,8.5381
0.6955,1.0849,1.4249,0.6454,1.4291,1.0128,6.6095,6.3987,6.8786,7.7947,118.3,8.7593,8.566
0.7002,1.0796,1.4265,0.6493,1.4119,1.0161,6.6136,6.3988,6.9111,7.7967,118.78,8.7384,8.5845
0.6999,1.0874,1.4221,0.653,1.4266,1.0075,6.6034,6.3984,6.8623,7.8182,117.7,8.7951,8.5605
0.6908,1.089,1.4192,0.643,1.4504,1.0043,6.6032,6.3944,6.8539,7.8177,116.94,8.8779,8.5923
0.6909,1.0908,1.4158,0.6411,1.4579,1.0035,6.5906,6.3895,6.8423,7.8191,117.64,8.8101,8.541
0.6866,1.0892,1.4243,0.6452,1.456,1.0053,6.5848,6.3893,6.852,7.7986,117.32,8.9011,8.5776
0.6864,1.0916,1.4258,0.6463,1.4541,1.0012,6.6139,6.3889,6.8375,7.795,116.98,8.8351,8.5819
0.6985,1.0865,1.4413,0.6474,1.4366,1.0051,6.6021,6.3894,6.8687,7.7825,118.06,8.7733,8.5514
0.6955,1.0877,1.4407,0.6514,1.4340000000000002,1.0061,6.5672,6.3846,6.8608,7.7618,117.68,8.8191,8.5286
0.6986,1.0858,1.4448,0.6538,1.4262,1.0022,6.577999999999999,6.3828,6.8718,7.7629,117.65,8.8816,8.5293
0.6995,1.0859,1.4543,0.6559999999999999,1.4216,1.0015,6.5855,6.3847,6.8708,7.7639,117.76,8.9394,8.5388
0.6953,1.0922,1.4517,0.6545,1.4172,0.9948,6.6831,6.3782,6.8305,7.7633,117.26,8.88,8.501
0.7012,1.0932,1.4618,0.6627,1.4115,0.9933,6.6823,6.3701,6.8242,7.7583,117.67,8.8843,8.4645
0.7072,1.0781,1.463,0.6639,1.4076,1.0075,6.6964,6.3737,6.9207,7.7526,118.47,8.9566,8.5862
0.7161,1.0748,1.4675,0.6705,1.3996,1.0087,6.6449,6.369,6.9417,7.7516,119.06,8.9093,8.5981
0.7191,1.0831,1.4716,0.6752,1.3953,1.0021,6.6301,6.3667,6.89,7.7515,119.44,8.8778,8.4956
0.7303,1.0856,1.4746,0.6883,1.3855,1.0014,6.5697,6.3621,6.8734,7.7503,120.55,8.8664,8.4594
0.7286,1.0862,1.4736,0.6831,1.3839,1.0021,6.5686,6.3625,6.8706,7.7507,120.22,8.8431,8.4412
0.7287,1.0933,1.4816,0.6841,1.3880000000000001,0.9888,6.5678,6.3535,6.8254,7.7508,120.52,8.7927,8.4074
0.7296,1.092,1.4817,0.6869,1.3844,0.9932,6.5773,6.3461,6.8328,7.7502,120.46,8.7229,8.3814
0.7249,1.0968,1.4880000000000002,0.6847,1.3905,0.9882,6.5603,6.3366,6.803999999999999,7.7505,120.4,8.7012,8.3726
0.728,1.0959999999999999,1.4913,0.6841,1.3824,0.9882,6.5423,6.3363,6.8044,7.7514,120.33,8.6786,8.3907
0.7263,1.0963,1.4909999999999999,0.6812,1.3821,0.9873,6.5441,6.3374,6.8066,7.7515,120.43,8.7,8.394
0.7234,1.0912,1.4871,0.6794,1.3849,0.9907,6.5455,6.3174,6.8393,7.7505,120.92,8.7199,8.4417
0.7236,1.0957,1.4828,0.6806,1.392,0.9871,6.5271,6.3566,6.8099,7.752000000000001,121.07,8.7055,8.4244
0.7190000000000001,1.0915,1.4885,0.6763,1.3959,0.9924,6.5528,6.3585,6.8364,7.7523,121.19,8.7822,8.5038
0.7176,1.0868,1.4895,0.6728,1.3957,0.9922,6.5567,6.3525,6.8658,7.7529,121.16,8.7449,8.5571
0.7129,1.0826,1.4901,0.6701,1.3937,0.9962,6.5689,6.3521,6.892,7.7524,122.56,8.7671,8.5658
0.7233,1.0912,1.5004,0.6798,1.3780000000000001,0.9901,6.5244,6.3506,6.8388,7.7502,122.21,8.7556,8.5008
0.7192,1.0931,1.5039,0.6767,1.3733,0.9914,6.5399,6.3581,6.8269,7.7507,121.68,8.6903,8.5082
0.7242,1.0992,1.5142,0.6759,1.3734,0.9853,6.5552,6.3491,6.7884,7.7503,121.03,8.6585,8.4817
0.7189,1.0986,1.5213,0.6717,1.3756,0.9826,6.5323,6.3485,6.7908,7.7505,121.01,8.6866,8.5024
0.7281,1.0941,1.516,0.6754,1.3625,0.9877,6.4981,6.3604,6.8191,7.7502,121.56,8.6434,8.5177
0.7229,1.1025,1.5181,0.672,1.358,0.9832,6.5068,6.3538,6.7678,7.7502,121.44,8.6694,8.4096
0.7215,1.0892,1.5008,0.6647,1.3585,0.9924,6.4881,6.3463,6.8499,7.7503,122.93,8.7899,8.5125
0.7267,1.0837,1.5055,0.6644,1.3499,1.0001,6.4722,6.3482,6.8845,7.7505,123.37,8.6597,8.5455
0.7339,1.0881,1.5112,0.6747,1.3362,0.9964,6.4462,6.341,6.8561,7.7502,123.11,8.512,8.4824
0.7341,1.094,1.5144,0.6689,1.3355,0.9933,6.4215,6.3235,6.8193,7.7501,122.61,8.4834,8.4829
0.7309,1.0615,1.4951,0.664,1.3343,1.0183,6.4475,6.3452,7.0275,7.7505,123.24,8.6533,8.6779
0.7323,1.0633,1.5082,0.6677,1.3358,1.0259,6.4468,6.3534,7.0162,7.7522,122.87,8.6219,8.6802
0.7227,1.0565,1.5056,0.6584,1.3362,1.0290000000000001,6.4251,6.3561,7.0617,7.7531,123.11,8.6979,8.7276
0.7193,1.0593,1.5036,0.6533,1.3371,1.0302,6.4475,6.3571,7.0434,7.7509,122.8,8.7064,8.7361
0.7225,1.061,1.5102,0.6571,1.3294,1.0237,6.4351,6.356,7.0315,7.7505,122.57,8.6631,8.7377
0.7252,1.0624,1.5129,0.6578,1.329,1.0218,6.4227,6.3638,7.0216,7.7505,122.74,8.6414,8.7285
0.7257,1.0643,1.5084,0.6555,1.3305,1.0167,6.4273,6.3689,7.0098,7.7502,122.53,8.6476,8.6956
0.7192,1.0636,1.5124,0.6521,1.3365,1.0181,6.4301,6.3745,7.0141,7.7502,122.84,8.651,8.7176
0.7239,1.0646,1.5191,0.6564,1.3346,1.0182,6.4215,6.3823,7.0078,7.7502,122.81,8.6414,8.7187
0.7194,1.0734,1.5291,0.6566,1.3284,1.0128,6.4036,6.3839,6.9502,7.7502,122.87,8.6036,8.6687
0.7111,1.0659999999999998,1.5237,0.6472,1.3303,1.0198,6.4179,6.3761,6.9984,7.7503,123.64,8.6701,8.7248
0.7111,1.0642,1.5213,0.6471,1.3321,1.0147,6.4112,6.3694,7.0109,7.7506,123.45,8.685,8.7546
0.7096,1.0686,1.5203,0.6493,1.3331,1.0098,6.4008,6.3643,6.9825,7.7512,123.18,8.696,8.7268
0.7127,1.0773,1.5237,0.654,1.3323,1.0061,6.4068,6.3658,6.926,7.7508,122.61,8.6749,8.6699
0.7126,1.0814,1.5233,0.6543,1.3291,1.0001,6.3917,6.3708,6.8991,7.7502,122.61,8.6614,8.6279
0.7062,1.0743,1.5213,0.6559,1.3262,1.0046,6.3909,6.3699,6.9449,7.7504,122.86,8.6108,8.682
0.7032,1.0724,1.5119,0.6529,1.3275,1.0064,6.3939,6.3679,6.9564,7.7523,123.15,8.6303,8.687999999999999
0.7047,1.0752,1.5115,0.6533,1.3287,1.0036,6.3913,6.3749,6.9386,7.7519,123.18,8.666,8.6858
0.7043,1.0741,1.5053,0.6524,1.3306,1.0054,6.3916,6.3772,6.9455,7.7513,123.13,8.6706,8.7224
0.7144,1.0884,1.5208,0.6613,1.317,0.9953,6.3726,6.3782,6.8536,7.7511,121.75,8.5529,8.6267
0.7149,1.0866,1.5386,0.6594,1.315,0.9934,6.3548,6.3676,6.8648,7.7509,121.57,8.6291,8.6268
0.7186,1.0964,1.5421,0.6664,1.306,0.9909,6.3449,6.3657,6.8032,7.7504,121.07,8.5055,8.5347
0.7147,1.1016,1.5417,0.6744,1.3094,0.987,6.3458,6.3559,6.7709,7.7501,120.76,8.4876,8.5287
0.7138,1.1006,1.5428,0.6778,1.308,0.9879,6.3219,6.3559,6.7769,7.7506,120.62,8.4855,8.5372
0.7074,1.0977,1.531,0.6693,1.3172,0.9895,6.3491,6.3559,6.794,7.7502,121.13,8.5658,8.5351
0.7115,1.0923,1.5263,0.6702,1.3191,0.9942,6.3891,6.3642,6.8293,7.7501,121.09,8.5704,8.5458
0.7193,1.1051,1.53,0.6765,1.3269,0.9863,6.3935,6.379,6.7511,7.7501,120.46,8.4538,8.5011
0.7249,1.1058,1.5352,0.6789,1.3153,0.9836,6.3891,6.3896,6.7466,7.75,121.1,8.3329,8.5068
0.7216,1.1018,1.5314,0.6753,1.3166,0.9786,6.3964,6.4056,6.7702,7.75,121.47,8.3865,8.5044
0.7208,1.1109,1.5394,0.6793,1.3088,0.9732,6.3879,6.4093,6.7152,7.7502,120.69,8.3338,8.4492
0.721,1.1339,1.5417,0.6707,1.3139,0.9596,6.3698,6.4128,6.579,7.7506,119.93,8.1938,8.3283
0.726,1.1346,1.5444,0.6753,1.298,0.9562,6.3728,6.4041,6.5751,7.7502,119.84,8.1238,8.3044
0.7248,1.1327,1.5465,0.6791,1.3019,0.9564,6.3886,6.3889,6.5855,7.7501,119.5,8.1318,8.3184
0.7264,1.1348,1.5438,0.6808,1.2914,0.9537,6.3645,6.3891,6.5741,7.7498,119.44,8.1108,8.2445
0.7329,1.1386,1.5459,0.6852,1.2864,0.9506,6.3499,6.3956,6.5526,7.75,118.9,8.0975,8.2349
0.73,1.1474,1.5477,0.6789,1.2936,0.9497,6.3392,6.3942,6.5035,7.7501,118.83,8.0818,8.1114
0.7245,1.1379,1.5248,0.6642,1.3039,0.9578,6.343,6.3949,6.557,7.75,119.75,8.157,8.1401
0.7362,1.1358,1.5348,0.6718,1.2998,0.9629,6.3228,6.3912,6.5686,7.7501,120.04,8.095,8.1837
0.7336,1.1358,1.5322,0.6686,1.2945,0.9616,6.3384,6.3982,6.5692,7.7501,120.27,8.0789,8.1978
0.726,1.1276,1.5348,0.6667,1.3016,0.9661,6.3423,6.3858,6.617000000000001,7.75,119.93,8.1442,8.2461
0.7208,1.1237,1.5319,0.6609999999999999,1.3057,0.9736,6.3469,6.325,6.6395,7.7501,120.01,8.213,8.2483
