CLOSE_AUDUSD.FX,CLOSE_EURUSD.FX,CLOSE_GBPUSD.FX,CLOSE_NZDUSD.FX,CLOSE_USDCAD.FX,CLOSE_USDCHF.FX,CLOSE_USDCNH.FX,CLOSE_USDCNY.FX,CLOSE_USDDKK.FX,CLOSE_USDHKD.FX,CLOSE_USDJPY.FX,CLOSE_USDNOK.FX,CLOSE_USDSEK.FX
0.7454,1.121,1.2942,0.7023,1.3485,0.9727,6.849,6.9074,6.6379,7.7917,111.84,8.3977,8.6862
0.7503,1.1219,1.2972,0.7046,1.3407,0.973,6.8744,6.9045,6.6329,7.7888,111.49,8.3308,8.6687
0.7478,1.1183,1.2961,0.7012,1.3514,0.976,6.8809,6.9031,6.6552,7.7881,111.78,8.3744,8.7067
0.7477,1.1237,1.3,0.6996,1.3503,0.9734,6.8782,6.896,6.6252,7.7848,111.3,8.3384,8.6945
0.7459,1.1206,1.3036,0.6924,1.3511,0.9729,6.8743,6.8989,6.6416,7.7833,111.26,8.3751,8.7305
0.7419,1.1103,1.2938,0.6899,1.3603,0.9799,6.8831,6.8959,6.7023,7.7818,111.49,8.487,8.8073
0.7432,1.1159,1.297,0.6942,1.3602,0.9789,6.8714,6.8935,6.6662,7.7851,110.83,8.4051,8.7347
0.7426,1.1083,1.2917,0.6883,1.3606,0.9859,6.8757,6.8979,6.7117,7.7879,113.12,8.46,8.7933
0.7413,1.0975,1.2896,0.6881,1.3633,0.9966,6.8913,6.8926,6.7775,7.787999999999999,113.79,8.5545,8.8306
0.7387,1.0931,1.2890000000000001,0.6866,1.371,1.0009,6.8987,6.8847,6.8066,7.7939,113.38,8.5601,8.8293
0.7379,1.0861,1.2886,0.6849,1.3697,1.0078,6.904,6.8847,6.8496,7.7894,113.86,8.5982,8.8843
0.7367,1.0868,1.2938,0.6940000000000001,1.3656,1.0089,6.9134,6.8859,6.8453,7.7864,114.28,8.6228,8.9232
0.7345,1.0874,1.2934,0.6895,1.3719999999999999,1.0074,6.9153,6.8822,6.8443,7.7838,113.98,8.6867,8.8884
0.7387,1.0924,1.294,0.6908,1.3691,0.9988,6.9088,6.888,6.8123,7.7844,113.26,8.6477,8.8455
0.7424,1.0998,1.2982,0.6918,1.3652,0.9877,6.9002,6.882000000000001,6.7617,7.7838,112.71,8.5926,8.7962
0.7409,1.0985,1.2923,0.6869,1.3749,0.9864,6.8926,6.8803,6.7699,7.7823,112.46,8.6765,8.8315
0.7423,1.0886,1.2867,0.6878,1.3730000000000002,0.9948,6.8947,6.8854,6.8316,7.7821,112.75,8.6522,8.85
0.7536,1.093,1.2939,0.6935,1.3709,0.9916,6.8898,6.89,6.8044,7.7812,111.99,8.592,8.8039
0.7526,1.0899,1.2886,0.6907,1.3681,0.9963,6.8978,6.8915,6.8229999999999995,7.7786,111.84,8.5941,8.8489
0.7488,1.0895,1.2951,0.6866,1.3653,0.9946,6.8988,6.8921,6.8273,7.7784,111.49,8.585,8.8535
0.7465,1.0873,1.2904,0.6876,1.3633,0.9941,6.9016,6.903,6.8417,7.7811,111.26,8.5651,8.8344
0.7474,1.0904,1.2848,0.6890000000000001,1.3617,0.9933,6.8972,6.9005,6.8237,7.7803,111.06,8.5848,8.7635
0.7535,1.0926,1.2842,0.6952,1.3572,0.9938,6.8884,6.8977,6.8106,7.7794,111.09,8.5614,8.7787
0.7571,1.0868,1.2796,0.7017,1.3501,0.9958,6.8838,6.8948,6.8457,7.7793,109.77,8.5485,8.857999999999999
0.7541,1.0728,1.2817,0.7022,1.3498,0.9963,6.8892,6.8872,6.9333,7.7752,109.09,8.6702,8.995
0.7527,1.0717,1.2813,0.7011,1.3469,0.9987,6.8845,6.8894,6.9396,7.7748,109.32,8.6253,8.9865
0.7497,1.0711,1.2777,0.7003,1.3485,0.9984,6.8854,6.8901,6.945,7.7743,108.86,8.5799,8.9728
0.7559999999999999,1.073,1.2841,0.7043,1.338,0.9963,6.8758,6.8795,6.9326,7.7735,108.43,8.5107,8.9554
0.7589,1.0643,1.2565,0.7008,1.3317,1.0045,6.8781,6.8729,6.9897,7.7722,108.91,8.5585,8.9972
0.7579,1.0618,1.2523,0.6998,1.3325,1.0055,6.8868,6.8837,7.0069,7.7728,108.64,8.5846,9.041
0.7568,1.0613,1.2503,0.6998,1.3329,1.006,6.8852,6.8863,7.0094,7.7741,109.09,8.5862,9.0434
0.7522,1.0665,1.254,0.6965,1.3254,1.0028,6.8839,6.8819,6.9743,7.7711,109.03,8.5491,8.977
0.7499,1.0605,1.2491,0.6959,1.3325,1.0075,6.9006,6.8874,7.0114,7.7711,109.62,8.5973,9.0599
0.7501,1.0596,1.2415,0.6962,1.3326,1.0087,6.9055,6.9085,7.0182,7.7702,110.94,8.6258,9.0775
0.75,1.0591,1.2371,0.6941,1.3398,1.0091,6.8967,6.9034,7.0201,7.7688,111.09,8.6589,9.0736
0.7545,1.0644,1.247,0.6970000000000001,1.3413,1.005,6.8894,6.898,6.9859,7.77,110.81,8.625,9.0244
0.757,1.0663,1.2483,0.6964,1.3435,1.0049,6.8825,6.9149,6.9731,7.769,110.7,8.6101,8.9913
0.7565,1.0674,1.244,0.6973,1.3402,1.002,6.8788,6.915,6.9670000000000005,7.7708,110.74,8.589,9.0072
0.7605,1.067,1.2486,0.7014,1.3381,1.0015,6.8747,6.9143,6.9713,7.7713,110.9,8.5777,8.9544
0.7629,1.0652,1.255,0.7006,1.3318,1.0026,6.8715,6.9093,6.983,7.7709,111.39,8.5985,8.9707
0.7641,1.0674,1.2468,0.6996,1.3341,1.0012,6.8841,6.9110000000000005,6.9682,7.7697,111.92,8.5626,8.9433
0.767,1.0766,1.2434,0.7033,1.3326,0.9965,6.8668,6.9131,6.9119,7.7691,111.04,8.4999,8.8677
0.7633,1.0814,1.245,0.7013,1.3383,0.9925,6.8737,6.9025,6.8805,7.7681,111.15,8.5244,8.8315
0.7618,1.0864,1.2559,0.7045,1.3376,0.9856,6.8554,6.897,6.8479,7.7672,110.66,8.4898,8.7885
0.7623,1.0798,1.2473,0.7028,1.3378,0.9914,6.8729,6.904,6.8886,7.7664,111.34,8.4951,8.8083
0.7627,1.0783,1.2521,0.7029,1.335,0.9934,6.87,6.8899,6.8976,7.7669,110.94,8.49,8.8294
0.7678,1.0797,1.2485,0.7044,1.3329,0.9914,6.8637,6.8819,6.8893,7.7657,111.16,8.4624,8.8021
0.7691,1.0811,1.2478,0.7042,1.3352,0.9939,6.8723,6.867000000000001,6.8795,7.766,111.71,8.4681,8.799
0.7731,1.0739,1.2358,0.7055,1.335,0.9985,6.8889,6.8708,6.9231,7.7653,112.55,8.4761,8.8225
0.7704,1.0738,1.2396,0.7017,1.335,0.9982,6.8865,6.8691,6.9239,7.7620000000000005,112.7,8.4775,8.8352
0.7678,1.0766,1.236,0.6987,1.3319,0.9965,6.8703,6.8661,6.9058,7.7638,113.31,8.5095,8.8197
0.7709,1.0734,1.2291,0.7045,1.3304,1.0002,6.8477,6.8778,6.925,7.7657,113.38,8.4961,8.8635
0.7559,1.0604,1.2153,0.6919,1.3479,1.0102,6.9005,6.8839999999999995,7.0103,7.7672,114.75,8.6131,8.9707
0.7571,1.0653,1.2219,0.6924,1.3446,1.0072,6.8963,6.8785,6.9781,7.7646,114.88,8.5662,8.942
0.7542,1.0673,1.2167,0.6923,1.3471,1.0109,6.895,6.8665,6.9646,7.7644,114.79,8.5978,9.0085
0.7506,1.0577,1.2165,0.6901,1.3511,1.0121,6.9046,6.853,7.0288,7.7645,114.95,8.5826,9.0466
0.7528,1.0541,1.2168,0.6915,1.3491,1.0149,6.9162,6.8711,7.0520000000000005,7.7661,114.35,8.548,9.0558
0.7588,1.0566,1.22,0.6954,1.3413,1.0133,6.8938,6.8675,7.0344,7.7644,113.98,8.453,9.0119
0.7579,1.0582,1.2236,0.6994,1.3412,1.0123,6.9011,6.8802,7.0245,7.7643,113.89,8.4933,9.0185
0.7596,1.0622,1.2291,0.7031,1.338,1.0079,6.8967,6.8785,6.9984,7.763,114.04,8.4226,8.9799
0.7572,1.0507,1.2267,0.7063,1.3391,1.0134,6.8852,6.8691,7.075,7.7624,114.41,8.4836,9.0846
0.7677,1.0547,1.2293,0.7144,1.3325,1.0089,6.8716,6.8638,7.0479,7.763,113.73,8.4098,9.0499
0.7657,1.0576,1.238,0.7192,1.3301,1.0058,6.8554,6.8853,7.0284,7.7624,112.77,8.3939,9.0365
0.7673,1.0587,1.2442,0.7195,1.318,1.0090000000000001,6.8619,6.8629999999999995,7.0209,7.7613,112.7,8.3701,9.062999999999999
0.7676,1.0563,1.2462,0.721,1.3091,1.0075,6.8545,6.8672,7.0379,7.7609,112.12,8.3767,9.0353
0.7715,1.0582,1.2556,0.723,1.3105,1.0063,6.8494,6.8839999999999995,7.0244,7.7596,112.61,8.3392,8.9924
0.7703,1.0558,1.245,0.7189,1.3164,1.0103,6.8573,6.8836,7.0404,7.7607,113.31,8.3663,8.9745
0.7675,1.0536,1.2473,0.7161,1.3141,1.0097,6.8636,6.859,7.0542,7.7612,113.68,8.3593,8.9768
0.7688,1.0614,1.2463,0.7190000000000001,1.3106,1.0028,6.8576,6.8537,7.0037,7.7608,113.1,8.3387,8.936
0.7664,1.0616,1.2412,0.7182,1.3096,1.0026,6.8508,6.8765,7.0039,7.7612,112.84,8.3426,8.9119
0.7694,1.0674,1.2489,0.721,1.3071,0.9971,6.8493,6.872000000000001,6.9649,7.7595,113.24,8.2873,8.8601
0.7709999999999999,1.0601,1.2461,0.7223,1.308,1.0055,6.8451,6.8496,7.0131,7.7594,114.16,8.3386,8.9203
0.7663,1.0578,1.2468,0.7169,1.3076,1.0062,6.8601,6.845,7.0303,7.7597,114.26,8.3986,8.9333
0.764,1.0598,1.2526,0.7175,1.3071,1.0057,6.8741,6.9008,7.0166,7.7592,113.74,8.3907,8.9397
0.7674,1.0643,1.2491,0.7190000000000001,1.3083,1.0024,6.8634,6.9005,6.9865,7.757999999999999,113.22,8.3653,8.919
0.7625,1.0655,1.2497,0.7187,1.3145,1.0017,6.8637,6.8941,6.9774,7.7583,113.25,8.3383,8.9044
0.7645,1.0698,1.2541,0.7266,1.3144,0.9947,6.8422,6.9377,6.9489,7.7596,111.93,8.316,8.8359
0.7628,1.0683,1.2509,0.7301,1.3185,0.9978,6.8352,6.9215,6.9585,7.7586,112.39,8.3213,8.8706
0.7659999999999999,1.075,1.2469,0.7321,1.3084,0.9912,6.8002,6.9375,6.9171,7.7584,111.74,8.2537,8.8234
0.768,1.0783,1.2484,0.7315,1.3023,0.993,6.8025,6.9241,6.8976,7.7576,112.61,8.2066,8.7648
0.7658,1.0759,1.2527,0.7288,1.3027,0.9927,6.8101,6.8767,6.9135,7.7597,112.8,8.2525,8.7513
0.7586,1.0769,1.2659,0.728,1.3049,0.9931,6.831,6.9342,6.9067,7.7596,113.25,8.2343,8.7527
0.7585,1.0798,1.2579,0.7312,1.3030000000000002,0.9892,6.8275,6.9639999999999995,6.8868,7.7589999999999995,112.8,8.2464,8.7424
0.7555,1.0695,1.2486,0.7285,1.3117,0.9953,6.8633,6.945,6.9544,7.7585,113.77,8.3151,8.8324
0.7551,1.0699,1.2555,0.7259,1.3153,0.9993,6.8693,6.9559,6.9528,7.7593,115.1,8.3405,8.8488
0.7535,1.0682,1.2597,0.7245,1.3090000000000002,0.9998,6.8503,6.9613,6.962000000000001,7.7581,114.53,8.3394,8.8397
0.7572,1.0748,1.2634,0.7299,1.307,0.9994,6.8277,6.952000000000001,6.9193,7.7574,113.28,8.3114,8.8187
0.7582,1.0731,1.252,0.7247,1.3158,1.001,6.816,6.9489,6.9294,7.7573,113.79,8.3524,8.8481
0.7584,1.0765,1.2535,0.7233,1.3238,0.9965,6.8127,6.9462,6.9077,7.7564,112.71,8.3473,8.8289
0.7555,1.0703,1.2375,0.7170000000000001,1.3319999999999999,1.0016,6.8405,6.9484,6.9499,7.7569,114.62,8.4108,8.8797
0.7561,1.0664,1.2342,0.7190000000000001,1.3318,1.0062,6.8464,6.944,6.9733,7.7572,114.86,8.4485,8.9501
0.7505,1.063,1.2261,0.7123,1.3269,1.0074,6.8402,6.9527,6.9955,7.7563,114.65,8.497,8.9533
0.7567,1.0713,1.2414,0.7215,1.3043,1.0015,6.8023,6.9605,6.9406,7.7557,112.62,8.4468,8.8844
0.7477,1.0601,1.2047,0.7103,1.3175,1.0117,6.8594,6.9615,7.0156,7.7553,114.2,8.5315,8.9522
0.7502,1.0643,1.2182,0.7131,1.3114,1.0084,6.843,6.9467,6.9865,7.7549,114.49,8.5005,8.9116
0.7484,1.0613,1.2162,0.7095,1.3145,1.0109,6.8597,6.9049,7.0065,7.7542,114.72,8.5276,8.9519
0.7441,1.0582,1.2213,0.7055,1.3179,1.0141,6.8870000000000005,6.9023,7.0248,7.7548,115.41,8.5513,9.0268
0.7368,1.0554,1.2177,0.6990000000000001,1.3232,1.0170000000000001,6.9103,6.9069,7.0431,7.7546,115.77,8.6051,9.0824
0.7354,1.0574,1.2163,0.7016,1.3216,1.0153,6.8797,6.9079999999999995,7.0304,7.7562,116.03,8.5395,9.0458
0.7301,1.0532,1.2287,0.696,1.3237,1.018,6.8498,6.891,7.0577,7.7557,117.02,8.5379,9.0574
0.7338,1.0607,1.2419,0.7026,1.3225,1.0098,6.7889,6.8767,7.0088,7.7544,115.35,8.4783,8.9933
0.7283,1.0489,1.2323,0.6970000000000001,1.3302,1.0209,6.8660000000000005,6.8818,7.0878,7.7553,117.25,8.5928,9.1047
0.7219,1.0405,1.2237,0.6918,1.3427,1.0274,6.959,6.8815,7.144,7.7564,117.75,8.6574,9.1618
0.7184,1.0455,1.2278,0.6924,1.3443,1.0235,6.9751,6.88,7.1108,7.757000000000001,117.55,8.6596,9.1384
0.7208,1.0517,1.234,0.6934,1.3441,1.0190000000000001,6.9761,6.8856,7.0682,7.7559,116.96,8.6406,9.1061
0.7219,1.0490000000000002,1.2261,0.6965,1.3502,1.023,6.9639999999999995,6.8894,7.086,7.7551,116.54,8.6429,9.1211
0.7177,1.0413,1.2226,0.6921,1.3559999999999999,1.0284,6.9712,6.9047,7.1388,7.7582,117.26,8.7234,9.207
0.7185,1.0457,1.2271,0.6891,1.3575,1.028,6.957999999999999,6.9153,7.1098,7.7593,117.43,8.7066,9.2264
0.7192,1.0455,1.2282,0.6901,1.3509,1.0272,6.9565,6.9188,7.1115,7.7608,117.1,8.6945,9.2066
0.7176,1.0456,1.2282,0.6874,1.3533,1.0265,6.957000000000001,6.9219,7.1092,7.7592,117.33,8.7009,9.2042
0.7217,1.0437,1.2283,0.6903,1.3483,1.0256,6.949,6.919,7.1233,7.7620000000000005,117.54,8.7128,9.2242
0.7238,1.0424,1.2353,0.6899,1.3413,1.0268,6.9306,6.89,7.1319,7.7628,117.55,8.6824,9.2324
0.7259,1.0388,1.2368,0.6916,1.3368,1.0288,6.939,6.8928,7.1567,7.7663,117.86,8.7044,9.3489
0.7245,1.0402,1.2395,0.6929,1.3408,1.0274,6.9325,6.8865,7.1468,7.7666,117.09,8.687000000000001,9.3846
0.7304,1.0451,1.2496,0.6963,1.3336,1.0261,6.9672,6.8781,7.1141,7.7645,117.93,8.6726,9.3392
0.7358,1.0414,1.2418,0.7038,1.3336,1.03,6.9331,6.8804,7.1378,7.7606,118.18,8.6668,9.4092
0.7406,1.0536,1.2564,0.7118,1.3283,1.0204,6.9270000000000005,6.859,7.0574,7.7584,117.04,8.5769,9.2594
0.75,1.0626,1.2658,0.7204,1.3131,1.0121,6.9208,6.86,6.9981,7.7559,115.19,8.4258,9.1655
0.7497,1.0635,1.2679,0.7192,1.3130000000000002,1.0134,6.9269,6.812,6.9925,7.7578,115.02,8.4377,9.1671
0.7449,1.0561,1.2572,0.7136,1.3179,1.0171,6.9282,6.8059,7.041,7.7594,115.32,8.5033,9.1893
0.7463,1.0615,1.2586,0.7174,1.3191,1.0163,6.9124,6.7915,7.0082,7.7555,114.04,8.4335,9.1274
0.7482,1.0753,1.2626,0.7165,1.3234,1.0075,6.8961,6.787000000000001,6.917999999999999,7.7562,113.77,8.3638,9.0713
0.7461,1.0718,1.2678,0.7120000000000001,1.3277,1.0102,6.8878,6.7766,6.9396,7.7558,114.02,8.4051,9.1265
0.7472,1.0764,1.2732,0.7141,1.3271,1.0064,6.8656,6.7565,6.9112,7.7549,113.85,8.3717,9.1152
0.7457,1.0664,1.2729,0.7141,1.3292,1.0111,6.8704,6.765,6.9771,7.7553,113.51,8.4219,9.2146
0.7415,1.0661,1.2591,0.7088,1.3319,1.0106,6.8805,6.757000000000001,6.9779,7.7562,114.1,8.4202,9.2213
0.7385,1.0589,1.2506,0.7083,1.3437,1.0173,6.9162,6.7657,7.0262,7.7565,114.46,8.5249,9.2304
0.7484,1.065,1.2493,0.7125,1.3432,1.0117,6.9136,6.7758,6.9866,7.7565,112.38,8.5331,9.1766
0.7482,1.0614,1.2416,0.7073,1.3412,1.0127,6.9275,6.7789,7.0093,7.7567,111.94,8.5382,9.1987
0.7443,1.0589,1.2477,0.7043,1.3519,1.0141,6.9465,6.7835,7.025,7.7558,113.22,8.5805,9.2497
0.7408,1.0554,1.2451,0.7002,1.3492,1.0163,6.9477,6.7712,7.0488,7.7562,113.33,8.5982,9.2484
0.7385,1.0553,1.2443,0.7007,1.3488,1.0167,6.9545,6.7804,7.0496,7.7567,112.52,8.6131,9.2787
0.7402,1.0627,1.2423,0.7062,1.3441,1.0113,6.912000000000001,6.7752,7.0009,7.7557,111.14,8.5194,9.2179
0.7369,1.063,1.2494,0.7066,1.3418,1.0088,6.9048,6.767,7.0003,7.756,110.82,8.5445,9.2206
0.7338,1.0588,1.2342,0.701,1.3505,1.0101,6.9054,6.7449,7.0261,7.7567,110.91,8.5974,9.2988
0.7406,1.0626,1.2417,0.7025,1.3521,1.0071,6.9044,6.7378,7.0024,7.7573,110.12,8.5412,9.2434
0.748,1.0691,1.2443,0.7070000000000001,1.3446,1.0019,6.8896,6.7409,6.9624,7.7577,109.08,8.4776,9.1991
0.7559,1.0722,1.2457,0.7101,1.3448,1.0018,6.872999999999999,6.7375,6.9418,7.7577,109.2,8.4335,9.1888
0.7554,1.0737,1.249,0.7118,1.3557,0.9981,6.8556,6.7283,6.9329,7.7584,108.42,8.4742,9.1559
0.7546,1.0855,1.2596,0.713,1.3542,0.988,6.8226,6.7274,6.8555,7.7584,106.65,8.3935,9.0958
0.7613,1.0893,1.2555,0.7213,1.3469,0.9868,6.8301,6.7195,6.8318,7.7562,106.83,8.3654,9.0401
0.7635,1.091,1.2406,0.7279,1.3424,0.9845,6.8341,6.722,6.8229,7.7558,105.67,8.3439,9.0636
0.7762,1.1026,1.2379,0.7386,1.3288,0.9779,6.7979,6.7075,6.7499,7.7547,105.16,8.2295,8.9891
0.7728,1.1041,1.2396,0.7344,1.3364,0.9743,6.7938,6.6718,6.7402,7.7553,104.46,8.2349,9.0243
0.7673,1.1141,1.2517,0.7326,1.3404,0.9684,6.7728,6.6672,6.6792,7.7559,103.12,8.1591,8.9462
0.7682,1.1105,1.2461,0.7337,1.3397,0.9739,6.7702,6.6751,6.6996,7.7551,102.98,8.1862,8.9691
0.7661,1.1098,1.2304,0.7288,1.3393,0.9732,6.7679,6.6701,6.705,7.7553,103.3,8.1898,8.9219
0.7652,1.1055,1.2243,0.7184,1.339,0.9754,6.7733,6.6689,6.7292,7.755,104.15,8.2153,8.9622
0.7609,1.0981,1.2242,0.7151,1.3409,0.9890000000000001,6.7777,6.6694,6.7736,7.7552,104.82,8.2596,9.0321
0.7599,1.0985,1.2185,0.7163,1.3398,0.9881,6.7848,6.6648,6.7722,7.755,104.74,8.2645,9.0109
0.7589,1.0897,1.2164,0.7121,1.3386,0.9936,6.7952,6.6688,6.8261,7.7552,105.29,8.2671,9.0805
0.7651,1.0908,1.2247,0.7154,1.3381,0.9935,6.7847,6.672000000000001,6.8195,7.7573,104.47,8.2758,8.9092
0.7646,1.0889,1.2188,0.7163,1.3351,0.9943,6.7756,6.6685,6.8305,7.7566,104.22,8.283,8.9258
0.7611,1.0882,1.2238,0.7138,1.3286,0.9935,6.7829,6.6747,6.8358,7.7574,104.18,8.2551,8.9103
0.7608,1.0884,1.2234,0.7161,1.3332,0.9937,6.7704,6.6795,6.8334,7.7585,103.8,8.2491,8.9157
0.7627,1.0929,1.2254,0.7194,1.3230000000000002,0.9927,6.7479,6.6802,6.8072,7.7582,103.95,8.1843,8.8718
0.7722,1.0974,1.2285,0.7232,1.3114,0.9890000000000001,6.7406,6.685,6.7812,7.7575,103.44,8.1354,8.8355
0.7666,1.0981,1.2298,0.7190000000000001,1.3109,0.9899,6.7436,6.6669,6.7764,7.7593,103.87,8.1522,8.827
0.7629,1.1,1.2183,0.7134,1.3129,0.9890000000000001,6.7474,6.6625,6.7624,7.7587,103.89,8.1805,8.8119
0.7618,1.0972,1.2191,0.7087,1.3139,0.9903,6.7376,6.67,6.7822,7.7586,104.18,8.2205,8.8424
0.7569,1.1056,1.2254,0.7095,1.3192,0.9862,6.7342,6.6771,6.7286,7.7571,103.71,8.1511,8.7901
0.7562,1.1007,1.2204,0.7062,1.3276,0.9908,6.7254,6.6805,6.7584,7.7573,104.21,8.2179,8.8475
0.7539,1.1054,1.2123,0.7056,1.3265,0.9888,6.7297,6.675,6.7304,7.7586,103.51,8.1823,8.8199
0.7607,1.1139,1.2362,0.7136,1.3176,0.9825,6.7171,6.6793,6.6804,7.7585,103.61,8.0844,8.6532
0.7582,1.1201,1.2434,0.7156,1.3296,0.9775,6.707999999999999,6.6807,6.6426,7.7584,102.98,8.0862,8.6266
0.7585,1.1151,1.2616,0.7165,1.3218,0.9808,6.7073,6.683,6.6733,7.7573,103.95,8.0573,8.6289
0.7622,1.1205,1.2749,0.7173,1.3176,0.9743,6.699,6.6695,6.6405,7.7573,103.5,8.02,8.5892
0.762,1.1204,1.2728,0.721,1.3192,0.9790000000000001,6.6939,6.6595,6.6422,7.7561,102.9,8.0079,8.6012
0.7675,1.1211,1.2842,0.7275,1.3119999999999998,0.9735,6.6783,6.659,6.6394,7.7558,101.65,7.981,8.5662
0.7664,1.1235,1.2972,0.7286,1.3127,0.9714,6.6770000000000005,6.6409,6.6277,7.7564,101.35,7.9846,8.5739
0.7636,1.1222,1.2968,0.7253,1.3146,0.9662,6.6711,6.6507,6.6401,7.7558,101.03,8.0485,8.5736
0.7692,1.1217,1.3019,0.7284,1.308,0.971,6.684,6.6532,6.6445,7.7538,100.69,8.0351,8.5638
0.7667,1.1215,1.3023,0.7301,1.3196,0.9708,6.6841,6.6312,6.6456,7.7551,100.43,8.1154,8.5971
0.7636,1.1254,1.2975,0.7274,1.3227,0.9692,6.6832,6.6344,6.621,7.7553,100.33,8.1089,8.5334
0.7623,1.1226,1.2966,0.7242,1.3172,0.9704,6.6794,6.6254,6.6406,7.7567,101.02,8.113,8.5421
0.7643,1.1208,1.3078,0.7313,1.3042,0.9687,6.6824,6.638,6.6515,7.7555,100.76,8.1339,8.5494
0.7624,1.1189,1.3032,0.735,1.3101,0.9739,6.6699,6.6362,6.6622,7.7554,100.32,8.2631,8.5567
0.7556,1.1151,1.2988,0.7314,1.3189,0.9791,6.682,6.6337,6.6856,7.7571,101.7,8.3097,8.5988
0.7534,1.1175,1.3030000000000002,0.7293,1.3203,0.9802,6.666,6.636,6.6664,7.7579,101.93,8.2888,8.5652
0.7491,1.1155,1.3002,0.7266,1.3212,0.9804,6.6537,6.6557,6.6768,7.7586,102.29,8.3107,8.5663
0.7515,1.1244,1.3239,0.7316,1.3159999999999998,0.9718,6.65,6.6614,6.6226,7.7586,102.1,8.2321,8.4824
0.7469,1.125,1.3235,0.7283,1.3195,0.9734,6.6673,6.6603,6.6177,7.7582,102.43,8.2385,8.4867
0.7464,1.122,1.3193,0.7252,1.3176,0.9765,6.6905,6.6418,6.635,7.7584,102.56,8.2779,8.5259
0.7566,1.1235,1.3337,0.7353,1.304,0.9719,6.6851,6.6342,6.6258,7.7581,101.85,8.236,8.4773
0.7541,1.1233,1.3267,0.7324,1.3049,0.9756,6.6959,6.6272,6.626,7.7571,102.69,8.2512,8.4937
0.7643,1.126,1.3295,0.7399,1.2937,0.9726,6.6801,6.6439,6.6095,7.7571,102.49,8.1883,8.4419
0.7673,1.1239,1.3341,0.7451,1.2884,0.9698,6.6714,6.635,6.6234,7.7558,101.74,8.1803,8.4427
0.7687,1.1255,1.344,0.7418,1.2844,0.9697,6.6753,6.6576,6.6122,7.7553,102.02,8.17,8.4675
0.7582,1.1147,1.3304,0.7305,1.2928,0.9799,6.6915,6.67,6.6748,7.7553,103.43,8.3042,8.5687
0.7573,1.1156,1.3294,0.7286,1.2993,0.9809,6.6984,6.672000000000001,6.67,7.7553,103.92,8.322000000000001,8.5865
0.7551,1.1197,1.3268,0.7283,1.3103,0.9801,6.6858,6.6799,6.6461,7.7578,103.23,8.335,8.5535
0.7517,1.1158,1.3138,0.725,1.3105,0.9839,6.6915,6.6795,6.6709,7.757000000000001,103.43,8.328,8.5605
0.7509,1.1143,1.308,0.722,1.3099,0.9839,6.694,6.6755,6.6808,7.7575,102.96,8.3443,8.5398
0.7569,1.1189,1.3106,0.7251,1.3011,0.9783,6.6897,6.6778,6.6535,7.7561,101.92,8.2783,8.4667
0.7564,1.1198,1.3137,0.7236,1.3003,0.9782,6.6933,6.6963,6.6502,7.757000000000001,101.84,8.2697,8.4817
0.7618,1.1285,1.3192,0.7302,1.2922,0.9677,6.6685,6.7045,6.5977,7.755,100.53,8.2201,8.4064
0.7613,1.1264,1.3232,0.7312,1.2927,0.9670000000000001,6.6721,6.6935,6.6082,7.7537,100.45,8.2192,8.3966
0.7615,1.1305,1.3198,0.7291,1.2913,0.9633,6.6578,6.6835,6.5837,7.7533,100.24,8.2142,8.3787
0.7626,1.1320000000000001,1.3137,0.7269,1.2946,0.9624,6.6612,6.6887,6.5742,7.7531,100.33,8.2143,8.3741
0.7627,1.1325,1.3075,0.7272,1.2871,0.9605,6.6561,6.6885,6.5713,7.7533,100.22,8.2192,8.3852
0.7686,1.1354,1.3168,0.7290000000000001,1.2782,0.9543,6.6339,6.696000000000001,6.5547,7.7534,99.89,8.1512,8.3467
0.7655,1.1289,1.3042,0.7252,1.2844,0.9621,6.6353,6.6908,6.5919,7.7544,100.28,8.2041,8.4247
0.7695,1.1279,1.3046,0.7281,1.2863,0.9618,6.6303,6.682,6.5986,7.754,100.31,8.1952,8.4148
0.7674,1.1184,1.288,0.7211,1.2924,0.9729,6.6466,6.6886,6.6528,7.7556,101.26,8.2143,8.4572
0.7652,1.1162,1.2919999999999998,0.7197,1.2951,0.9744,6.652,6.686,6.6659,7.7562,101.3,8.211,8.4536
0.7699,1.1137,1.2956,0.7209,1.2993,0.9755,6.6428,6.6653,6.6791,7.7566,101.96,8.25,8.4728
0.7703,1.1176,1.301,0.7206,1.3058,0.975,6.6427,6.6597,6.656000000000001,7.7564,101.29,8.2707,8.4643
0.7673,1.1117,1.3003,0.7166,1.3119,0.9813,6.6618,6.648,6.6912,7.7566,101.88,8.4065,8.533
0.7651,1.1088,1.304,0.7138,1.3154,0.9824,6.6685,6.6368,6.7073,7.757000000000001,102.45,8.4701,8.5805
0.7619,1.1086,1.3073,0.7144,1.3172,0.9807,6.666,6.6481,6.7072,7.7551,101.82,8.5076,8.5668
0.7628,1.113,1.3107,0.7173,1.3019,0.9741,6.6465,6.6474,6.6829,7.7565,101.22,8.4398,8.5204
0.7588,1.1149,1.3325,0.7159,1.3067,0.9732,6.6436,6.6218,6.6711,7.7588,101.24,8.4545,8.5468
0.7609,1.1224,1.3357,0.7243,1.311,0.9642,6.6327,6.5807,6.6275,7.761,100.89,8.4284,8.5133
